f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,75.0,4370069,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,78.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,2.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,78.0,14425557,Hackney,strict,Entire home/apt,Apartment,4.356708826689592,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
House,Private room,Private,moderate,Real Bed,Hackney,48.0,3.0,1.5,80.0,3.0,1.0,0.24,0.0,1.0,2.0,379.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,48.0,11279798,Hackney,moderate,Private room,House,3.871201010907891,9.0,1.0986122886681098,1.206948960812582,0.6931471805599453,1.0,1.3862943611198906,1.0,5.940171252720432,35.28563451164622,209.60271176008084,143641.0,54439939.0,4.382026634673881,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,165.0,6.0,1.5,96.0,0.0,2.0,0.52,15.0,7.0,3.0,405.0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,165.0,4070830,Hackney,flexible,Entire home/apt,Apartment,5.10594547390058,36.0,1.791759469228055,3.210401995568401,1.0986122886681098,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,100.0,4.0,1.0,97.0,27.0,1.0,2.41,0.0,3.0,2.0,335.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100.0,12066112,Hackney,moderate,Entire home/apt,Apartment,4.605170185988092,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,3.332204510175204,1.0,5.817111159963204,33.83878224736846,196.84395785073178,112225.0,37595375.0,4.574710978503383,3.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,40.0,2.0,1.0,94.0,47.0,1.0,4.64,10.0,2.0,1.0,303.0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,40.0,12852425,Hackney,moderate,Private room,Apartment,3.688879454113936,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,3.871201010907891,1.0,5.717027701406222,32.684405738646106,186.85765301184028,91809.0,27818127.0,4.543294782270004,2.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,30.0,2.0,1.0,100.0,1.0,1.0,0.48,0.0,1.0,1.0,61.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,30.0,9443074,Hackney,flexible,Private room,Apartment,3.4011973816621555,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,4.127134385045092,17.033238232221528,70.29846319686614,3721.0,226981.0,4.605170185988092,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,80.0,4.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,2.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,80.0,6952332,Hackney,moderate,Entire home/apt,Apartment,4.382026634673881,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,49.0,2.0,2.0,98.0,18.0,1.0,1.75,8.0,1.0,1.0,307.0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,49.0,9545180,Hackney,moderate,Private room,Apartment,3.8918202981106265,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,2.9444389791664403,1.0,5.730099782973574,32.8340435228338,188.14234566433484,94249.0,28934443.0,4.584967478670572,1.0,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,114.0,6.0,1.5,94.0,7.0,1.0,0.23,0.0,4.0,6.0,921.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,114.0,3413200,Hackney,strict,Entire home/apt,House,4.736198448394496,36.0,1.791759469228055,3.210401995568401,1.791759469228055,1.0,2.079441541679836,1.0,6.826545223556594,46.60171968926335,318.128746954264,848241.0,781229961.0,4.543294782270004,3.0,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,85.0,1.0,1.5,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85.0,12983014,Hackney,strict,Private room,House,4.442651256490317,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,120.0,2.0,1.5,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,120.0,14162580,Hackney,flexible,Private room,Apartment,4.787491742782046,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,102.0,3.0,1.0,100.0,1.0,2.0,1.0,15.0,2.0,1.0,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,102.0,16853967,Hackney,strict,Entire home/apt,Apartment,4.624972813284271,9.0,1.0986122886681098,1.206948960812582,0.0,1.0,0.6931471805599453,1.0,2.5649493574615367,6.5789652063423505,16.874712578769618,144.0,1728.0,4.605170185988092,2.0,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,100.0,2.0,1.0,96.0,0.0,2.0,0.52,30.0,3.0,1.0,405.0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,100.0,9968132,Hackney,moderate,Private room,Apartment,4.605170185988092,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,3.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,32.0,2.0,1.0,96.0,0.0,1.0,0.52,12.0,2.0,2.0,405.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32.0,3938738,Hackney,flexible,Private room,Apartment,3.4657359027997265,4.0,0.6931471805599453,0.4804530139182014,0.6931471805599453,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75.0,4.0,1.0,94.0,14.0,1.0,0.73,0.0,5.0,2.0,572.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,75.0,6183305,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.70805020110221,1.0,6.35088571671474,40.333749386771295,256.1550328819977,327184.0,187149248.0,4.543294782270004,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,140.0,4.0,2.0,100.0,2.0,2.0,0.07,30.0,3.0,2.0,823.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,140.0,4543680,Hackney,strict,Entire home/apt,Apartment,4.941642422609304,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,2.0,1.0986122886681098,1.0,6.714170529909472,45.08008590470484,302.67538426715663,677329.0,557441767.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,104.0,5.0,2.0,90.0,4.0,1.0,0.2,0.0,7.0,2.0,592.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,104.0,6953150,Hackney,strict,Entire home/apt,Apartment,4.6443908991413725,25.0,1.6094379124341005,2.590290393980234,0.6931471805599453,2.0,1.6094379124341005,1.0,6.385194398997726,40.770707512991926,260.32889325513054,350464.0,207474688.0,4.499809670330265,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,33.0,2.0,2.0,80.0,7.0,1.0,0.35,8.0,1.0,1.0,594.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,5642383,Hackney,flexible,Private room,Apartment,3.49650756146648,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,2.079441541679836,1.0,6.38856140554563,40.813716832427154,260.7409361725122,352836.0,209584584.0,4.382026634673881,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90.0,4.0,1.0,80.0,3.0,1.0,0.14,0.0,1.0,2.0,651.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,90.0,6297727,Hackney,strict,Entire home/apt,Apartment,4.499809670330265,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,1.3862943611198906,1.0,6.480044561926653,41.99097752455519,272.1034055579782,423801.0,275894451.0,4.382026634673881,1.0,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,45.0,2.0,1.0,97.0,290.0,1.0,5.58,10.0,2.0,1.0,1559.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45.0,792588,Hackney,strict,Private room,Apartment,3.80666248977032,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,5.673323267171493,1.0,7.352441100243583,54.05839013255107,397.46112942357064,2430481.0,3789119879.0,4.574710978503383,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,139.0,2.0,1.0,100.0,1.0,1.0,0.05,0.0,3.0,1.0,606.0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,139.0,6154225,Hackney,strict,Entire home/apt,Apartment,4.934473933130692,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,6.408528791059498,41.069241265838514,263.19341507909496,367236.0,222545016.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90.0,4.0,1.0,93.0,12.0,2.0,2.24,20.0,2.0,2.0,160.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,90.0,14554260,Hackney,strict,Entire home/apt,Apartment,4.499809670330265,16.0,1.3862943611198906,1.9218120556728056,0.6931471805599453,1.0,2.5649493574615367,1.0,5.081404364984463,25.820670320483156,131.20526687332787,25600.0,4096000.0,4.532599493153256,2.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,50.0,1.0,1.0,100.0,3.0,1.0,0.5,18.0,1.0,1.0,178.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50.0,10490985,Hackney,flexible,Private room,House,3.912023005428146,1.0,0.0,0.0,0.0,1.0,1.3862943611198906,1.0,5.187385805840755,26.908971498638138,139.5872168018089,31684.0,5639752.0,4.605170185988092,1.0,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,131.0,6.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,4.0,405.0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,131.0,1053424,Hackney,flexible,Entire home/apt,House,4.875197323201151,36.0,1.791759469228055,3.210401995568401,1.3862943611198906,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,50.0,2.0,2.0,100.0,7.0,2.0,0.44,15.0,3.0,1.0,474.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50.0,8917728,Hackney,moderate,Private room,Apartment,3.912023005428146,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,2.079441541679836,1.0,6.163314804034641,37.98644937363257,234.12244577722203,224676.0,106496424.0,4.605170185988092,3.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100.0,2.0,1.0,97.0,15.0,1.0,0.85,0.0,1.0,1.0,527.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,100.0,7607002,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.772588722239781,1.0,6.269096283706261,39.30156821437966,246.38531523659563,277729.0,146363183.0,4.574710978503383,1.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,39.0,1.0,1.0,80.0,1.0,1.0,0.03,10.0,3.0,1.0,898.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,39.0,4028611,Hackney,flexible,Private room,House,3.6635616461296463,1.0,0.0,0.0,0.0,1.0,0.6931471805599453,1.0,6.80128303447162,46.25745091499149,314.6100161260353,806404.0,724150792.0,4.382026634673881,3.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,40.0,1.0,2.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40.0,8131175,Hackney,flexible,Private room,House,3.688879454113936,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,59.0,1.0,1.0,96.0,1.0,1.0,0.12,0.0,3.0,1.0,255.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,59.0,3543644,Hackney,flexible,Private room,Apartment,4.07753744390572,1.0,0.0,0.0,0.0,1.0,0.6931471805599453,1.0,5.545177444479562,30.74899289076489,170.50862181833187,65025.0,16581375.0,4.564348191467836,3.0,0,1,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,199.0,7.0,2.0,95.0,8.0,6.0,0.93,20.0,3.0,3.0,256.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,199.0,12015717,Hackney,strict,Entire home/apt,Apartment,5.293304824724492,49.0,1.9459101490553128,3.786566308196472,1.0986122886681098,2.0,2.19722457733622,1.0,5.54907608489522,30.792245395956062,170.86851252692475,65536.0,16777216.0,4.553876891600541,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,49.0,1.0,1.0,95.0,5.0,1.0,1.7,0.0,2.0,1.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49.0,16258683,Hackney,flexible,Private room,Apartment,3.8918202981106265,1.0,0.0,0.0,0.0,1.0,1.791759469228055,1.0,4.477336814478207,20.046544950281856,89.75513370898915,7569.0,658503.0,4.553876891600541,2.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,33.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,33.0,16258636,Hackney,flexible,Private room,Apartment,3.49650756146648,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,33.0,2.0,1.5,95.0,12.0,1.0,0.95,20.0,1.0,1.0,378.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,33.0,10360386,Hackney,flexible,Private room,Apartment,3.49650756146648,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.5649493574615367,1.0,5.937536205082426,35.254336186664624,209.3238974944687,142884.0,54010152.0,4.553876891600541,1.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,85.0,2.0,1.0,100.0,11.0,1.0,2.44,0.0,2.0,1.0,134.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85.0,14943157,Hackney,strict,Entire home/apt,Apartment,4.442651256490317,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.4849066497880004,1.0,4.90527477843843,24.061720651984185,118.02935144000911,17956.0,2406104.0,4.605170185988092,2.0,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,60.0,2.0,2.5,85.0,4.0,1.0,0.5,15.0,7.0,1.0,239.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,60.0,13768239,Hackney,flexible,Private room,House,4.0943445622221,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,1.6094379124341005,1.0,5.480638923341991,30.03740300805126,164.62416008203556,57121.0,13651919.0,4.442651256490317,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,67.0,2.0,2.0,98.0,18.0,2.0,0.8,50.0,2.0,1.0,671.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,67.0,5772843,Hackney,flexible,Private room,Apartment,4.204692619390966,4.0,0.6931471805599453,0.4804530139182014,0.0,2.0,2.9444389791664403,1.0,6.51025834052315,42.38346366035123,275.9272977950614,450241.0,302111711.0,4.584967478670572,2.0,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,79.0,2.0,1.0,90.0,10.0,2.0,0.22,25.0,3.0,1.0,1344.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,79.0,923166,Hackney,moderate,Entire home/apt,Apartment,4.3694478524670215,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,2.3978952727983707,1.0,7.20414929203594,51.899767021941926,373.89366984795316,1806336.0,2427715584.0,4.499809670330265,3.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,40.0,2.0,1.0,100.0,1.0,1.0,0.14,0.0,1.0,1.0,216.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,40.0,13899278,Hackney,flexible,Private room,Apartment,3.688879454113936,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,5.37989735354046,28.94329553463164,155.71195904950417,46656.0,10077696.0,4.605170185988092,1.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,40.0,1.0,1.0,100.0,1.0,1.0,0.49,0.0,1.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,40.0,15865351,Hackney,flexible,Private room,Apartment,3.688879454113936,1.0,0.0,0.0,0.0,1.0,0.6931471805599453,1.0,4.110873864173311,16.899283927143212,69.47082461933715,3600.0,216000.0,4.605170185988092,1.0,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,30.0,1.0,1.0,96.0,0.0,1.0,0.52,0.0,1.0,1.0,405.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,30.0,7738889,Hackney,flexible,Private room,Apartment,3.4011973816621555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,1.0,1,1,1
House,Private room,Private,flexible,Real Bed,Hackney,72.0,2.0,1.0,96.0,0.0,1.0,0.52,0.0,2.0,1.0,405.0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,72.0,3561724,Hackney,flexible,Private room,House,4.276666119016055,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.0,0.0,6.0063531596017325,36.07627827785772,216.68686802088203,164025.0,66430125.0,4.564348191467836,2.0,1,1,1
Apartment,Private room,Private,flexible,Couch,Hackney,14.0,2.0,1.0,60.0,1.0,1.0,0.11,4.0,1.0,1.0,275.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14.0,13261044,Hackney,flexible,Private room,Apartment,2.6390573296152584,4.0,0.6931471805599453,0.4804530139182014,0.0,1.0,0.6931471805599453,1.0,5.62040086571715,31.588905891354084,177.54231401882407,75625.0,20796875.0,4.0943445622221,1.0,0,0,0
